brand_id,brand_name,brand_page_link,created_at,updated_at
6e8b2324-73b2-4f0b-8085-356bebae2d92,By Rosie Jane,https://www.sephora.com/brand/by-rosie-jane,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
a3e0c5b1-6bff-4e69-9493-068e871fd4cd,caliray,https://www.sephora.com/brand/caliray,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
60815bc3-15f3-4307-85f4-6fa11e295ca6,CANOPY,https://www.sephora.com/brand/canopy,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
016d512c-a976-4fcf-8503-af88c40e9a7c,Carolina Herrera,https://www.sephora.com/brand/carolina-herrera,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
f5c094e9-4012-40f4-b36b-6964ec1e1fdb,Caudalie,https://www.sephora.com/brand/caudalie,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
279fe0d8-cab5-4b23-8427-e5a38263c364,CAY SKIN,https://www.sephora.com/brand/cay-skin,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
52049489-2906-4cbb-83d7-644648eaaf32,Ceremonia,https://www.sephora.com/brand/ceremonia,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
6ff41695-069a-4bcf-a65b-da8019313701,CHANEL,https://www.sephora.com/brand/chanel,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
a71d98ff-bfb4-4d69-a026-3666bdae2480,Charlotte Tilbury,https://www.sephora.com/brand/charlotte-tilbury,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
4e6ae479-eccb-4f5b-9795-e9779e4f7f6a,Chloé,https://www.sephora.com/brand/chloe,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
02cf9a36-2a98-44b6-b239-3342021a0f90,Ciaté London,https://www.sephora.com/brand/ciate,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
14232484-8974-4611-990a-5ed01d049d16,ciele,https://www.sephora.com/brand/ciele,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
